Date,Version,Path,Views
2026-03-18 00:00:00,latest,/example_notebooks/IS2_data_access.html,5
2026-03-18 00:00:00,latest,/example_notebooks/IS2_data_read-in.html,1
2026-03-18 00:00:00,latest,/example_notebooks/IS2_data_variables.html,1
2026-03-18 00:00:00,latest,/example_notebooks/IS2_data_visualization.html,4
2026-03-18 00:00:00,latest,/getting_started/citation_link.html,1
2026-03-18 00:00:00,latest,/getting_started/install.html,7
2026-03-18 00:00:00,latest,/getting_started/origin_purpose.html,1
2026-03-18 00:00:00,latest,/index.html,6
2026-03-18 00:00:00,latest,/user_guide/changelog/index.html,2
2026-03-18 00:00:00,latest,/user_guide/changelog/v0.4.0.html,1
2026-03-18 00:00:00,latest,/user_guide/changelog/v1.3.0.html,1
2026-03-18 00:00:00,latest,/user_guide/changelog/v2.0.2.html,1
2026-03-18 00:00:00,latest,/user_guide/documentation/icepyx.html,1
2026-03-18 00:00:00,stable,/user_guide/documentation/types.html,1
2026-03-19 00:00:00,stable,/_icepyx/icepyx.Query.avail_granules.html,1
2026-03-19 00:00:00,v2.0.0,/_icepyx/icepyx.Query.cycles.html,1
2026-03-19 00:00:00,v2.0.1,/_icepyx/icepyx.Query.latest_version.html,1
2026-03-19 00:00:00,stable,/_icepyx/icepyx.Query.product.html,1
2026-03-19 00:00:00,v2.0.0,/_icepyx/icepyx.Query.spatial.html,1
2026-03-19 00:00:00,v2.0.0,/_icepyx/icepyx.Read.load.html,1
2026-03-19 00:00:00,v2.0.0,/_icepyx/icepyx.Variables.html,1
2026-03-19 00:00:00,latest,/contributing/contributors_link.html,1
2026-03-19 00:00:00,latest,/example_notebooks/IS2_data_access.html,1
2026-03-19 00:00:00,latest,/example_notebooks/IS2_data_access2-subsetting.html,1
2026-03-19 00:00:00,latest,/example_notebooks/IS2_data_variables.html,1
2026-03-19 00:00:00,latest,/getting_started/citation_link.html,1
2026-03-19 00:00:00,v2.0.1,/getting_started/citation_link.html,1
2026-03-19 00:00:00,latest,/getting_started/install.html,5
2026-03-19 00:00:00,latest,/index.html,7
2026-03-19 00:00:00,bib,/user_guide/_icepyx/icepyx.Query.order_granules.html,1
2026-03-19 00:00:00,latest,/user_guide/changelog/index.html,1
2026-03-19 00:00:00,latest,/user_guide/changelog/v0.1-alpha.html,1
2026-03-19 00:00:00,latest,/user_guide/changelog/v1.0.0.html,1
2026-03-19 00:00:00,latest,/user_guide/changelog/v1.3.0.html,1
2026-03-19 00:00:00,latest,/user_guide/changelog/v2.0.1.html,1
2026-03-19 00:00:00,latest,/user_guide/changelog/v2.0.2.html,1
2026-03-20 00:00:00,stable,/_icepyx/icepyx.Query.avail_granules.html,1
2026-03-20 00:00:00,v2.0.0,/_icepyx/icepyx.Query.granules.html,1
2026-03-20 00:00:00,v2.0.1,/_icepyx/icepyx.Query.order_vars.html,1
2026-03-20 00:00:00,latest,/_icepyx/icepyx.Read.load.html,1
2026-03-20 00:00:00,bib,/community/resources.html,1
